,Property Type:,Bedrooms:,Bathrooms/WCs:,Floor area:,No. of floors:,Car parking spaces:,Area of land:,Availability:,Nearest bus stop:,Nearest train station:,Price,Location
756,House,above 5,5.0,6000 sq.ft.,3.0,6.0,9 perches,"
Available now ",600m,300m,Rs. 60M     ,Colombo 5
757,House,4,3.0,4100 sq.ft.,2.0,,10.6 perches,"
Available now ",,,Rs. 61M ONO   ,Nawinna
758,House,3,3.0,2000 sq.ft.,2.0,3.0,16 perches,"
For Urgent Sale ",,,Rs. 37M ONO   ,Piliyandala
759,House,3,1.0,1800 sq.ft.,,2.0,10 perches,"
Available now ",200m,,Rs. 17.5M ONO   ,Kahatuduwa
760,House,5,4.0,3900 sq.ft.,2.0,2.0,12 perches,"
Available now ",400m,1km,Rs. 58M ONO   ,Moratuwa
761,House,4,3.0,2000 sq.ft.,2.0,2.0,10 perches,"
Available now ",600m,,Rs. 42M ONO   ,Piliyandala
762,House,4,3.0,2500 sq.ft.,2.0,4.0,30 perches,"
Available now ",,,Rs. 200M     ,Colombo 6
763,House,4,2.0,3000 sq.ft.,1.0,2.0,11.56 perches,"
Available now ",50m,50m,Rs. 60M     ,Colombo 6
764,House,5,2.0,3000 sq.ft.,2.0,2.0,13 perches,"
Available now ",,,Rs. 37.5M ONO   ,Mount Lavinia
765,House,4,3.0,3200 sq.ft.,2.0,3.0,18.6 perches,"
Available now ",,,Rs. 40M ONO   ,Boralesgamuwa
766,House,4,4.0,2800 sq.ft.,2.0,3.0,10 perches,"
Available now ",100m,,Rs. 50M ONO   ,Boralesgamuwa
767,House,4,4.0,3250 sq.ft.,,4.0,7.5 perches,"
Available now ",,,Rs. 150M ONO   ,Colombo 4
768,House,above 5,7.0,4000 sq.ft.,,4.0,20 perches,"
Available now ",,,Rs. 130M     ,Battaramulla
769,House,5,5.0,4395 sq.ft.,,2.0,12 perches,"
Available now ",,,Rs. 62M     ,Thalapathpitiya
770,House,4,3.0,2675 sq.ft.,,2.0,10.56 perches,"
Available now ",,,Rs. 48M     ,Malabe
771,House,4,4.0,,,,22 perches,"
Available now ",,,Rs. 60M     ,Thalawathugoda
772,House,3,3.0,2800 sq.ft.,,2.0,10.4 perches,"
Available now ",,,Rs. 100M     ,Colombo 8
773,House,3,2.0,,,2.0,20.4 perches,"
Available now ",,,Rs. 367.2M     ,Colombo 7
774,House,above 5,2.0,,,6.0,55 perches,"
For Urgent Sale ",100m,,Rs. 55M ONO   ,Mawanella
775,House,4,,5000 sq.ft.,3.0,3.0,20 perches,"
Available now ",,,    ,Lake Drive
776,House,5,4.0,5000 sq.ft.,2.0,2.0,13.5 perches,"
Available now ",0.1km,2km,Rs. 80M ONO   ,Mount Lavinia
777,House,3,3.0,2924 sq.ft.,2.0,3.0,13.5 perches,"
Available now ",,,Rs. 40M     ,Wattala
778,House,3,2.0,1190 sq.ft.,1.0,1.0,10.6 perches,"
Available now ",,,Rs. 17.5M ONO   ,Malabe
779,House,4,2.0,2500 sq.ft.,2.0,4.0,8.8 perches,"
Available now ",,,Rs. 37M     ,Thalawathugoda
780,House,2,1.0,1000 sq.ft.,1.0,4.0,10 perches,"
Available now ",,,Rs. 9.8M     ,Piliyandala
781,House,5,3.0,2100 sq.ft.,1.0,4.0,25 perches,"
Available now ",,,Rs. 24M     ,Mirissa
782,House,3,2.0,1190 sq.ft.,1.0,2.0,10.5 perches,"
Available now ",,,Rs. 16.5M     ,Malabe
783,House,above 5,7.0,3700 sq.ft.,3.0,2.0,5.5 perches,"
Available now ",,,Rs. 110M ONO   ,Colombo 5
784,House,4,3.0,3500 sq.ft.,,2.0,10 perches,"
Available now ",,,Rs. 69M     ,Nawala
785,House,above 5,5.0,4500 sq.ft.,2.0,6.0,24.52 perches,"
Available now ",,,Rs. 110M ONO   ,Dehiwala
786,House,above 5,6.0,7300 sq.ft.,3.0,6.0,30 perches,"
Available now ",,,Rs. 160M ONO   ,Pita Kotte
787,House,4,4.0,4500 sq.ft.,,6.0,62 perches,"
Available now ",,,Rs. 225M     ,Kalubowila
788,House,5,5.0,8000 sq.ft.,3.0,6.0,30 perches,"
Available now ",,,Rs. 190M     ,Nugegoda
789,House,above 5,4.0,2500 sq.ft.,2.0,2.0,10 perches,"
Available now ",,,Rs. 110M     ,Colombo 4
790,House,5,6.0,8000 sq.ft.,,6.0,33 perches,"
Available now ",,,Rs. 260M     ,Battaramulla
791,House,5,3.0,2400 sq.ft.,2.0,3.0,30 perches,"
Available now ",,,Rs. 27.5M     ,Pilimathalawa
792,House,5,3.0,1800 sq.ft.,,1.0,12 perches,"
Available now ",,,Rs. 68.4M     ,Ethul Kotte
793,House,5,4.0,3500 sq.ft.,,4.0,26 perches,"
Available now ",,,Rs. 150M     ,Nugegoda
794,House,5,3.0,2200 sq.ft.,,2.0,18.5 perches,"
Available now ",,,Rs. 54M     ,Nugegoda
795,House,5,4.0,5000 sq.ft.,,3.0,15 perches,"
Available now ",,,Rs. 145M     ,Pita Kotte
796,House,5,3.0,,2.0,1.0,11.7 perches,"
Available now ",,,Rs. 54.5M     ,Ethul Kotte
797,House,above 5,2.0,4000 sq.ft.,2.0,,21 perches,"
Available now ",,,Rs. 17.5M     ,Kadugannawa
798,House,4,3.0,3000 sq.ft.,2.0,2.0,23 perches,"
Available now ",10m,100m,Rs. 414M     ,Colombo 7
799,House,4,4.0,,2.0,5.0,20.5 perches,"
Available now ",,,Rs. 50M     ,Pelawatte
800,House,4,4.0,3330 sq.ft.,3.0,2.0,8.7 perches,"
Available now ",300m,,Rs. 44.5M     ,Pelawatte
801,House,4,1.0,,1.0,,27.5 perches,"
Available now ",300m,,Rs. 192.5M ONO   ,Colombo 5
802,House,above 5,5.0,6200 sq.ft.,3.0,,20 perches,"
Available now ",,,Rs. 100M     ,Thalawathugoda
803,House,5,5.0,7500 sq.ft.,3.0,2.0,15 perches,"
Available now ",1,,Rs. 120M     ,Thalawathugoda
804,House,4,3.0,,2.0,,,"
Available now ",,,Rs. 32M     ,Thalawathugoda
805,House,4,3.0,2300 sq.ft.,2.0,2.0,8 perches,"
Available now ",100m,,Rs. 25.5M     ,Pannipitiya
806,House,4,3.0,,2.0,2.0,8 perches,"
Available now ",,,Rs. 22.5M     ,Arangala
807,House,3,4.0,,2.0,,,"
Available now ",,,Rs. 36.5M     ,Thalawathugoda
808,House,3,3.0,,,2.0,11.5 perches,"
Available now ",,,Rs. 17.8M     ,Pittugala
809,House,3,3.0,,,2.0,9.5 perches,"
Available now ",300m,,Rs. 16M     ,Piliyandala
810,House,4,3.0,2670 sq.ft.,2.0,2.0,9 perches,"
Available now ",200m,,Rs. 25.5M     ,Pannipitiya
811,House,5,4.0,4000 sq.ft.,2.0,,28 perches,"
Available now ",1km,,Rs. 33M     ,Panadura
812,House,5,4.0,4200 sq.ft.,,,,"
Available now ",200m,,Rs. 36M     ,Piliyandala
813,House,4,4.0,3200 sq.ft.,2.0,4.0,10.5 perches,"
Available now ",,,Rs. 48.5M     ,Pelawatte
814,House,5,4.0,3200 sq.ft.,2.0,3.0,10 perches,"
Available now ",,,Rs. 28.5M     ,Piliyandala
815,House,4,3.0,2900 sq.ft.,2.0,6.0,20 perches,"
Available now ",1km,3km,Rs. 22.5M     ,Moratuwa
816,House,3,2.0,1350 sq.ft.,,2.0,7 perches,"
Available now ",,,Rs. 14M     ,Malabe
817,House,3,2.0,,,,7 perches,"
Available now ",,,Rs. 14M     ,Malabe
818,House,above 5,4.0,3200 sq.ft.,3.0,2.0,8.9 perches,"
For Urgent Sale ",,,Rs. 27.5M     ,Malabe
819,House,4,4.0,3800 sq.ft.,2.0,3.0,8.9 perches,"
Available now ",,,Rs. 65M     ,Pelawatte
820,House,4,4.0,2500 sq.ft.,2.0,2.0,7.68 perches,"
Available now ",,,Rs. 38M     ,Boralesgamuwa
821,House,4,4.0,3200 sq.ft.,3.0,5.0,,"
Sold ",,,Rs. 52.5M     ,Thalawathugoda
822,House,4,4.0,,2.0,,,"
For Urgent Sale ",,,Rs. 23M     ,Malabe
823,House,5,4.0,5500 sq.ft.,2.0,4.0,12.68 perches,"
Available now ",,,Rs. 49.8M     ,Athurugiriya
824,House,5,4.0,3900 sq.ft.,2.0,3.0,10 perches,"
Available now ",200m,,Rs. 36M     ,Piliyandala
825,House,4,2.0,2300 sq.ft.,2.0,,,"
Available now ",,,Rs. 18M     ,Piliyandala
826,House,3,2.0,1450 sq.ft.,,3.0,8 perches,"
Available now ",,,Rs. 9.8M     ,Piliyandala
827,House,5,4.0,3800 sq.ft.,2.0,4.0,18 perches,"
Available now ",200km,1km,Rs. 59M     ,Moratuwa
828,House,4,5.0,3200 sq.ft.,2.0,2.0,10 perches,"
Available now ",400m,,Rs. 43.5M     ,Pelawatte
829,House,4,3.0,,3.0,,,"
Available now ",,,Rs. 32.5M     ,Madiwela
830,House,4,4.0,3200 sq.ft.,2.0,2.0,,"
Available now ",,,Rs. 44.5M     ,Pelawatte
831,House,5,4.0,3700 sq.ft.,2.0,2.0,10 perches,"
Available now ",200m,,Rs. 36M     ,Piliyandala
832,House,5,4.0,3750 sq.ft.,2.0,,10 perches,"
Available now ",200m,,Rs. 36M     ,Piliyandala
833,House,5,4.0,3800 sq.ft.,2.0,,18 perches,"
Available now ",200m,,Rs. 59M     ,Moratuwa
834,House,above 5,4.0,4000 sq.ft.,2.0,6.0,21 perches,"
Available now ",200m,,Rs. 70M     ,Katubedda
835,House,5,4.0,3800 sq.ft.,2.0,4.0,18 perches,"
Available now ",200m,,Rs. 59M     ,Moratuwa
836,House,3,3.0,,,1.0,6 perches,"
Available now ",300m,,Rs. 12.5M     ,Kottawa
837,House,4,3.0,,,,11.5 perches,"
Available now ",,,Rs. 18.5M     ,Piliyandala
838,House,4,2.0,2400 sq.ft.,2.0,2.0,9 perches,"
Available now ",200km,,Rs. 22M     ,Moratuwa
839,House,3,3.0,,,6.0,11.85 perches,"
Available now ",200m,,Rs. 18.5M     ,Piliyandala
840,House,4,4.0,,2.0,3.0,10 perches,"
Available now ",300m,,Rs. 29.8M     ,Panadura
841,House,4,3.0,3200 sq.ft.,2.0,2.0,10 perches,"
Available now ",200km,,Rs. 29.8M     ,Panadura
842,House,3,3.0,,,4.0,,"
Available now ",,,Rs. 16M     ,Pittugala
843,House,3,3.0,,,3.0,,"
Available now ",200m,,Rs. 16M     ,Malabe
844,House,3,3.0,,,6.0,12.85 perches,"
Available now ",200km,,Rs. 32M     ,Piliyandala
845,House,4,4.0,4100 sq.ft.,3.0,4.0,12.5 perches,"
Available now ",200m,,Rs. 65M     ,Nugegoda
846,House,3,2.0,2800 sq.ft.,2.0,3.0,9 perches,"
Available now ",200m,,Rs. 22M     ,Moratuwa
847,House,5,4.0,3800 sq.ft.,2.0,,18 perches,"
Available now ",200km,,Rs. 59M     ,Moratuwa
848,House,4,3.0,2800 sq.ft.,2.0,3.0,11.5 perches,"
Available now ",200m,6km,Rs. 17.5M     ,Panadura
849,House,4,3.0,2700 sq.ft.,2.0,4.0,8 perches,"
Available now ",,,Rs. 18.5M     ,Kottawa
850,House,4,3.0,2800 sq.ft.,2.0,4.0,17 perches,"
Available now ",300m,,Rs. 22.5M     ,Panadura
851,House,3,3.0,2000 sq.ft.,,3.0,11.85 perches,"
Available now ",100m,,Rs. 35M     ,Piliyandala
852,House,4,4.0,4200 sq.ft.,2.0,4.0,10 perches,"
Available now ",,,Rs. 49.5M     ,Thalawathugoda
853,House,4,4.0,4200 sq.ft.,2.0,3.0,10 perches,"
Available now ",,,Rs. 49.5M     ,Thalawathugoda
854,House,3,3.0,2100 sq.ft.,,2.0,11 perches,"
Available now ",100m,,Rs. 19.5M     ,Malabe
855,House,4,3.0,2700 sq.ft.,2.0,2.0,6.8 perches,"
Available now ",,,Rs. 28.5M     ,Malabe
856,House,4,3.0,,2.0,2.0,8 perches,"
Available now ",200km,400km,Rs. 33M     ,Kottawa
857,House,5,4.0,4000 sq.ft.,2.0,3.0,12.5 perches,"
Available now ",,,Rs. 65M     ,Malabe
858,House,4,3.0,4300 sq.ft.,2.0,,14 perches,"
Available now ",,,Rs. 73M     ,Colombo 6
859,House,4,3.0,4600 sq.ft.,3.0,2.0,10 perches,"
Available now ",,,Rs. 58M     ,Mount Lavinia
860,House,5,5.0,,3.0,,10 perches,"
Available now ",,,Rs. 59M     ,Malabe
861,House,5,4.0,6500 sq.ft.,2.0,5.0,10.5 perches,"
Available now ",,,Rs. 125M     ,Kohuwala
862,House,5,4.0,3500 sq.ft.,2.0,2.0,10 perches,"
Available now ",,,Rs. 45M     ,Nugegoda
863,House,4,5.0,3900 sq.ft.,,2.0,12.7 perches,"
Available now ",,,Rs. 200M     ,Colombo 3
864,House,5,4.0,6600 sq.ft.,2.0,,38.4 perches,"
Available now ",,,Rs. 160M     ,Battaramulla
865,House,5,4.0,3500 sq.ft.,2.0,,40 perches,"
Available now ",,,Rs. 150M     ,Pelawatte
866,House,5,5.0,3500 sq.ft.,,6.0,10.29 perches,"
Available now ",,,Rs. 170M     ,Colombo 3
867,House,4,3.0,3200 sq.ft.,3.0,2.0,7.7 perches,"
Available now ",,,Rs. 44M     ,Kumaragewatta
868,House,4,3.0,3200 sq.ft.,2.0,,15 perches,"
Available now ",,,Rs. 52.5M     ,Thalawathugoda
869,House,4,3.0,3200 sq.ft.,2.0,2.0,8.63 perches,"
Available now ",,,Rs. 31M     ,Thalawathugoda
870,House,5,4.0,3200 sq.ft.,,6.0,,"
Available now ",,,Rs. 150M     ,Kandy
871,House,4,2.0,2100 sq.ft.,,2.0,6 perches,"
Available now ",,,Rs. 29.5M     ,Pita Kotte
872,House,4,3.0,3200 sq.ft.,2.0,,8 perches,"
Available now ",,,Rs. 31M     ,Kottawa
873,House,3,4.0,3200 sq.ft.,2.0,2.0,19.37 perches,"
Available now ",,,Rs. 50M     ,Battaramulla
874,House,5,4.0,6500 sq.ft.,2.0,5.0,12 perches,"
Available now ",,,Rs. 125M     ,Colombo 6
875,House,5,4.0,4500 sq.ft.,,2.0,12.5 perches,"
Available now ",,,Rs. 44M     ,Thalawathugoda
876,House,4,3.0,3500 sq.ft.,2.0,4.0,16 perches,"
Available now ",,,Rs. 52M     ,Hokandara
877,House,4,3.0,3200 sq.ft.,,2.0,10.5 perches,"
Available now ",,,Rs. 48M     ,Pelawatte
878,House,4,4.0,5165 sq.ft.,3.0,2.0,10 perches,"
Available now ",,,Rs. 45M     ,Malabe
879,House,4,4.0,5200 sq.ft.,2.0,3.0,15.5 perches,"
Available now ",500m,100m,Rs. 175M     ,Lake Drive
880,House,4,4.0,3900 sq.ft.,3.0,,10 perches,"
Available now ",,,Rs. 65M     ,Nawala
881,House,3,3.0,3500 sq.ft.,2.0,2.0,10 perches,"
Available now ",50m,,Rs. 55M     ,Ethul Kotte
882,House,3,4.0,3950 sq.ft.,2.0,2.0,10 perches,"
Available now ",,,Rs. 45M     ,Pelawatte
883,House,5,4.0,3500 sq.ft.,,2.0,10 perches,"
Available now ",,,Rs. 60M     ,Malabe
884,House,5,4.0,5250 sq.ft.,3.0,3.0,18 perches,"
Available now ",,,    ,Madiwela
885,House,4,3.0,2600 sq.ft.,2.0,2.0,6.5 perches,"
Available now ",,,Rs. 37.5M     ,Pelawatte
886,House,4,3.0,3000 sq.ft.,2.0,2.0,10 perches,"
Available now ",400m,1km,Rs. 30M     ,Kottawa
887,House,5,4.0,5500 sq.ft.,2.0,,53 perches,"
Available now ",,,Rs. 140M     ,Rathmalana
888,House,5,4.0,3600 sq.ft.,2.0,3.0,10.6 perches,"
Available now ",,,Rs. 56M     ,Thalawathugoda
889,House,4,3.0,3200 sq.ft.,2.0,4.0,13.5 perches,"
Available now ",,,Rs. 43M     ,Malabe
890,House,4,3.0,4500 sq.ft.,2.0,2.0,11.2 perches,"
Available now ",,,Rs. 65M     ,Pita Kotte
891,House,above 5,5.0,6500 sq.ft.,2.0,4.0,16 perches,"
Available now ",,500m,Rs. 120M     ,Thalawathugoda
892,House,5,4.0,5250 sq.ft.,3.0,,18 perches,"
Available now ",,,Rs. 70M     ,Ethul Kotte
893,House,5,4.0,4500 sq.ft.,2.0,6.0,37 perches,"
Available now ",,,Rs. 80M     ,Boralesgamuwa
894,House,3,3.0,2000 sq.ft.,1.0,,10 perches,"
Available now ",,,Rs. 17.5M     ,Athurugiriya
895,House,4,4.0,4800 sq.ft.,,3.0,20 perches,"
Available now ",,,Rs. 125M     ,Pelawatte
896,House,5,4.0,3500 sq.ft.,,,10 perches,"
Available now ",,,Rs. 45M     ,Nugegoda
897,House,4,3.0,3500 sq.ft.,2.0,4.0,10.5 perches,"
Available now ",,,Rs. 43.5M     ,Battaramulla
898,House,4,4.0,4500 sq.ft.,3.0,3.0,13.3 perches,"
Available now ",,,Rs. 75M     ,Mount Lavinia
899,House,4,3.0,3000 sq.ft.,2.0,2.0,10 perches,"
Available now ",,,Rs. 35M     ,Malabe
900,House,4,4.0,4000 sq.ft.,2.0,2.0,12 perches,"
Available now ",,,Rs. 42M     ,Kalalgoda
901,House,4,3.0,3500 sq.ft.,,1.0,7.2 perches,"
Available now ",,,Rs. 46M     ,Mount Lavinia
902,House,above 5,6.0,6500 sq.ft.,2.0,3.0,21 perches,"
Available now ",,,Rs. 69M     ,Malabe
903,House,4,3.0,2300 sq.ft.,2.0,2.0,9 perches,"
Available now ",750m,,Rs. 33.5M     ,Maharagama
904,House,4,2.0,1600 sq.ft.,2.0,2.0,10 perches,"
Available now ",50m,,Rs. 23M     ,Udahamulla
905,House,5,2.0,2688 sq.ft.,2.0,2.0,8.12 perches,"
Available now ",100m,,Rs. 28M     ,Boralesgamuwa
906,House,above 5,9.0,14000 sq.ft.,,,24 perches,"
Available now ",,,Rs. 180M ONO   ,Pelawatte
907,House,above 5,4.0,3500 sq.ft.,2.0,2.0,9.87 perches,"
For Urgent Sale ",,,Rs. 45M     ,Katubedda
908,House,4,4.0,3000 sq.ft.,2.0,2.0,12.15 perches,"
For Urgent Sale ",,,Rs. 58.9M     ,Katubedda
909,House,5,,,,3.0,10 perches,"
For Urgent Sale ",,,Rs. 25.5M     ,Attidiya
910,House,5,3.0,3100 sq.ft.,2.0,2.0,9 perches,"
Available now ",,,Rs. 37.5M ONO   ,Malabe
911,House,4,4.0,3200 sq.ft.,2.0,3.0,10.1 perches,"
Available now ",,,Rs. 35M ONO   ,Malabe
912,House,5,4.0,3800 sq.ft.,2.0,,3800 perches,"
Available now ",,,Rs. 47.5M ONO   ,Thalawathugoda
913,House,4,3.0,3000 sq.ft.,2.0,3.0,34 perches,"
Available now ",,,Rs. 105M ONO   ,Thalawathugoda
914,House,4,4.0,5500 sq.ft.,3.0,3.0,12 perches,"
Available now ",,,Rs. 85M ONO   ,Battaramulla
915,House,4,4.0,4200 sq.ft.,2.0,2.0,10 perches,"
Available now ",,,Rs. 49.5M ONO   ,Thalawathugoda
916,House,4,3.0,2500 sq.ft.,,1.0,7.9 perches,"
Available now ",,,Rs. 57M     ,Nugegoda
917,House,3,2.0,4800 sq.ft.,,2.0,22 perches,"
Available now ",,,Rs. 100M     ,Pelawatte
918,House,3,2.0,2500 sq.ft.,,1.0,6.7 perches,"
Available now ",,,Rs. 20M     ,Rajagiriya
919,House,5,5.0,10500 sq.ft.,,2.0,30 perches,"
Available now ",,,Rs. 225M     ,Thalawathugoda
920,House,above 5,9.0,14000 sq.ft.,,4.0,24 perches,"
Available now ",,,Rs. 180M     ,Battaramulla
921,House,3,2.0,1543 sq.ft.,1.0,1.0,9.35 perches,"
Available now ",1km,,Rs. 28M ONO   ,Thalahena
922,House,3,2.0,1650 sq.ft.,1.0,3.0,11 perches,"
Available now ",300m,4km,Rs. 16.5M ONO   ,Athurugiriya
923,House,above 5,3.0,,,2.0,7.25 perches,"
Available now ",,,Rs. 25M     ,Wattala
924,House,4,3.0,3000 sq.ft.,,,16.48 perches,"
Available now ",,,Rs. 214.24M     ,Colombo 7
925,House,2,2.0,800 sq.ft.,,2.0,,"
Available now ",,,Rs. 13M     ,Colombo 9
926,House,3,2.0,4000 sq.ft.,,,,"
Available now ",,,Rs. 85M     ,Nugegoda
927,House,above 5,5.0,,,,146 perches,"
Available now ",,,Rs. 70M     ,Hikkaduwa
928,House,above 5,3.0,,,,18.5 perches,"
Available now ",,,Rs. 97.5M ONO   ,Nugegoda
929,House,4,3.0,4000 sq.ft.,2.0,4.0,18.12 perches,"
Available now ",200m,300m,Rs. 75M approx   ,Nugegoda
930,House,5,3.0,,2.0,2.0,11.7 perches,"
Available now ",,2km,Rs. 66M ONO   ,Pita Kotte
931,House,4,2.0,1970 sq.ft.,,2.0,17.7 perches,"
Available now ",,,Rs. 200M     ,Mount Lavinia
932,House,4,4.0,3800 sq.ft.,2.0,2.0,21 perches,"
Available now ",0.2km,7km,Rs. 65M ONO   ,Battaramulla
933,House,4,3.0,,2.0,2.0,7.4 perches,"
Available now ",,2km,Rs. 55M ONO   ,Kalubowila
934,House,5,3.0,2500 sq.ft.,2.0,2.0,6 perches,"
Available now ",750m,,Rs. 24M     ,Delkanda
935,House,3,2.0,3300 sq.ft.,2.0,2.0,7 perches,"
Available now ",1.5km,,Rs. 40M     ,Thalawathugoda
936,House,above 5,8.0,10000 sq.ft.,,6.0,34 perches,"
Available now ",,,Rs. 220M     ,Nugegoda
937,House,4,3.0,3500 sq.ft.,,2.0,10 perches,"
Available now ",,,Rs. 70M     ,Nawala
938,House,above 5,4.0,4000 sq.ft.,2.0,4.0,18.75 perches,"
Available now ",500m,,Rs. 60M     ,Pita Kotte
939,House,5,3.0,3800 sq.ft.,,,11.7 perches,"
Available now ",,,Rs. 69M     ,Ethul Kotte
940,House,above 5,5.0,5000 sq.ft.,2.0,2.0,160 perches,"
For Urgent Sale ",200m,300m,Rs. 110M approx   ,Kosgoda
941,House,above 5,6.0,4090 sq.ft.,,5.0,24.5 perches,"
Available now ",,,Rs. 110M     ,Nugegoda
942,House,4,3.0,4000 sq.ft.,,,12 perches,"
Available now ",,,Rs. 90M     ,Nawala
943,House,above 5,3.0,,,,,"
Available now ",,,    ,Colombo 4
944,House,2,2.0,1000 sq.ft.,,,30 perches,"
Available now ",1km,,Rs. 36M ONO   ,Beruwala
945,House,4,4.0,3000 sq.ft.,2.0,2.0,9.8 perches,"
Available now ",,,Rs. 120M ONO   ,Colombo 5
946,House,3,2.0,1700 sq.ft.,2.0,1.0,30 perches,"
Available now ",,8km,Rs. 12M ONO   ,Menikhinne
947,House,4,7.0,,,2.0,18 perches,"
Available now ",,,Rs. 50M ONO   ,Akuregoda
948,House,3,2.0,1500 sq.ft.,2.0,,6 perches,"
Available soon ",,,Rs. 35M     ,Mirihana
949,House,above 5,8.0,9000 sq.ft.,,6.0,30 perches,"
Price Reduced! ",,,Rs. 320M     ,Pelawatte
950,House,3,2.0,,,,33 perches,"
Available now ",,,Rs. 10M     ,Matale
951,House,above 5,5.0,,,,21 perches,"
Available now ",,,Rs. 35M     ,Panadura
952,House,5,2.0,,2.0,2.0,9.33 perches,"
For Urgent Sale ",,,Rs. 45M     ,Ethul Kotte
953,House,5,4.0,2500 sq.ft.,3.0,2.0,8 perches,"
Available now ",,,Rs. 30M ONO   ,Thalawathugoda
954,House,5,2.0,4200 sq.ft.,,1.0,16.5 perches,"
For Urgent Sale ",,,Rs. 12M     ,Gampaha
955,House,5,4.0,5500 sq.ft.,2.0,,40 perches,"
Available now ",,,Rs. 145M     ,Kumaragewatta
956,House,4,1.0,,,,7.5 perches,"
Available now ",,,Rs. 7.5M     ,Kaduwela
957,House,5,4.0,,2.0,2.0,15 perches,"
Available now ",,,Rs. 150M ONO   ,Rajagiriya
958,House,3,3.0,3000 sq.ft.,2.0,,21 perches,"
Available now ",,,Rs. 60M     ,Battaramulla
959,House,above 5,4.0,1990 sq.ft.,2.0,2.0,13.25 perches,"
For Urgent Sale ",,,Rs. 25M ONO   ,Kiribathgoda
960,House,5,4.0,2500 sq.ft.,3.0,2.0,9 perches,"
Available now ",,,Rs. 30M ONO   ,Thalawathugoda
961,House,above 5,4.0,,,2.0,,"
Available now ",,,Rs. 60M ONO   ,Pannipitiya
962,House,3,3.0,1800 sq.ft.,2.0,1.0,12.45 perches,"
For Urgent Sale ",,,Rs. 35M ONO   ,Hokandara
963,House,3,2.0,,2.0,1.0,10 perches,"
Available now ",,,Rs. 45M ONO   ,Nawala
964,House,4,3.0,3500 sq.ft.,,2.0,,"
Available now ",,,Rs. 80M ONO   ,Nugegoda
965,House,3,2.0,2600 sq.ft.,2.0,1.0,6.4 perches,"
Available now ",,,Rs. 35M ONO   ,Battaramulla
966,House,above 5,2.0,2880 sq.ft.,2.0,,16 perches,"
Available now ",,,Rs. 32M     ,Kosgama
967,House,5,4.0,,2.0,1.0,20.5 perches,"
Available now ",,,Rs. 80M     ,Pita Kotte
968,House,4,2.0,,2.0,5.0,13 perches,"
Available now ",,,Rs. 35M     ,Thalawathugoda
969,House,3,4.0,5000 sq.ft.,2.0,2.0,22 perches ,"
For Urgent Sale ",,,Rs. 97M     ,Pelawatte
970,House,3,3.0,2700 sq.ft.,2.0,2.0,16.6 perches,"
Available now ",,,Rs. 41M     ,Hokandara
971,House,4,3.0,3468 sq.ft.,2.0,4.0,59 perches,"
Available now ",200km,6km,Rs. 23.5M     ,Minuwangoda
972,House,3,2.0,2500 sq.ft.,1.0,,10 perches,"
Available now ",,,Rs. 26M approx   ,Mount Lavinia
973,House,4,3.0,3000 sq.ft.,2.0,6.0,50.17 perches,"
Available now ",0.2km,8km,Rs. 110M ONO   ,Thalawathugoda
974,House,3,2.0,1850 sq.ft.,,,6 perches,"
Available now ",,,Rs. 23M     ,Malabe
975,House,4,4.0,,2.0,,8.5 perches,"
Available now ",,,Rs. 34M     ,Piliyandala
976,House,above 5,4.0,3500 sq.ft.,,,7 perches,"
Available now ",,,Rs. 50M     ,Dehiwala
977,House,above 5,2.0,4500 sq.ft.,,2.0,12 perches,"
Available now ",,,Rs. 40M     ,Pannipitiya
978,House,5,5.0,9000 sq.ft.,,5.0,19.5 perches,"
Available now ",,,Rs. 76M     ,Mount Lavinia
979,House,2,1.0,500 sq.ft.,,,2 perches,"
Available now ",,,Rs. 5M     ,Colombo 15
980,House,5,3.0,3800 sq.ft.,,2.0,6.06 perches,"
Available now ",,,Rs. 56M     ,Rajagiriya
981,House,above 5,4.0,2340 sq.ft.,,,16 perches,"
Available now ",,,Rs. 30M     ,Kottawa
982,House,4,3.0,2200 sq.ft.,,,6.5 perches,"
Available now ",,,Rs. 20M     ,Angoda
983,House,4,2.0,,,2.0,,"
Available now ",,,Rs. 55M     ,Mount Lavinia
984,House,5,2.0,2400 sq.ft.,,4.0,14 perches,"
Available now ",,,Rs. 22M     ,Rajagiriya
985,House,4,,2750 sq.ft.,,1.0,8 perches,"
Available now ",,,Rs. 70M     ,Colombo 5
986,House,5,5.0,,,3.0,50 perches,"
Available now ",,,Rs. 300M     ,Colombo 5
987,House,2,2.0,3700 sq.ft.,,,18 perches,"
Available now ",,,Rs. 115M     ,Colombo 8
988,House,5,3.0,3350 sq.ft.,,,10 perches,"
Available now ",,,Rs. 30M     ,Ja Ela
989,House,4,3.0,2750 sq.ft.,,,10.25 perches,"
Available now ",,,Rs. 30M     ,Kadawatha
990,House,4,2.0,3500 sq.ft.,,,8.8 perches,"
Available now ",,,Rs. 45M     ,Battaramulla
991,House,4,4.0,5825 sq.ft.,,,15.5 perches,"
Available now ",,,Rs. 165M     ,Colombo 8
992,House,4,4.0,2500 sq.ft.,,,26 perches,"
Available now ",,,Rs. 33.8M     ,Ragama
993,House,above 5,7.0,4500 sq.ft.,2.0,4.0,19.75 perches,"
Available now ",100m,,Rs. 65M ONO   ,Bellanwila
